"","Country","YearMonth","Query1","Query2","Query3","Query4","Query5","Query6","Query7","Query8","Query9","Query10","Query11","Query12","Query13","Query14","Query15","Query16","Query17","Query18","Query19","Query20","Query21","Query22","Query23","Query24","Query25","Query26","Query27","Query28","Query29","Query30","Query31","Query32","Query33","Query34","Query35","Query36","Query37","Query38","Query39","Query40"
"671","CA",2021-08-01,"feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","IN",2021-08-01,"feminism meaning","feminism in hindi","feminism meaning in hindi",NA,"what is feminism","fake feminism","feminist meaning","pseudo feminism","feminism in india","delhi feminism case","feminism meaning in english","radical feminism","pseudo feminism meaning","feminism meaning in tamil","feminism opposite","delhi fake feminism case","feminist meaning in hindi","liberal feminism","feminism definition","types of feminism","patriarchy","intersectional feminism","fake feminism quotes","feminism and international relations","feminist meaning in marathi","delhi cases fake feminism","fake feminism meaning in hindi","feminism meaning in urdu","fake feminism meaning in english","feminism meaning in kannada","opposite of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","NG",2021-08-01,"feminism meaning","what is feminism",NA,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","US",2021-09-01,"what is feminism","feminism definition",NA,"white feminism","feminism meaning","intersectional feminism","second wave feminism","third wave feminism","first wave feminism","hood feminism","feminist definition","liberal feminism","radical feminism","fourth wave feminism","feminism examples","feminism is for everybody","radical feminism meaning","forced feminism","transnational feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","IN",2021-09-01,"feminism meaning","what is feminism","feminism in hindi",NA,"feminism meaning in hindi","feminism in india","liberal feminism","radical feminism","feminist meaning","feminism definition","feminism meaning in punjabi","marxist feminism","feminism meaning in tamil","intersectional feminism","radical feminism meaning","sex positive feminism","patriarchy meaning","feminine meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","GB",2021-09-01,"what is feminism",NA,"feminism definition","second wave feminism","intersectional feminism","marxist feminism","first wave feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","NG",2021-09-01,"feminism meaning","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","US",2021-10-01,NA,"feminism definition","what is feminism","intersectional feminism","feminist definition","black feminism","radical feminism","second wave feminism","liberal feminism","third wave feminism","feminism examples","first wave feminism","hood feminism","socialist feminism","waves of feminism","types of feminism","what is a feminist","when did feminism start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","CA",2021-10-01,"feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","IN",2021-10-01,"feminism meaning","what is feminism","feminism in india","feminism meaning in hindi",NA,"feminist meaning","waves of feminism","intersectional feminism","feminism meaning in tamil","feminism meaning in english","pseudo feminism","feminine meaning","sex positive feminism","types of feminism","opposite of feminism","feminism meaning in telugu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","GB",2021-10-01,NA,"what is feminism","feminism meaning","radical feminism","feminism definition","liberal feminism","marxist feminism","intersectional feminism","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","NG",2021-10-01,"types of feminism","feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","US",2021-11-01,"what is feminism",NA,"feminism definition","second wave feminism","white feminism","third wave feminism","intersectional feminism","feminist definition","first wave feminism","suffrage","liberal feminism","what is a feminist","hood feminism","radical feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","CA",2021-11-01,NA,"feminism definition","no nut november feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","IN",2021-11-01,"feminism meaning","what is feminism","feminism in india",NA,"feminism meaning in hindi","feminist meaning","radical feminism","liberal feminism","pseudo feminism","feminism meaning in malayalam","eco feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","GB",2021-11-01,NA,"what is feminism","feminism meaning","feminism definition","liberal feminism","radical feminism","post feminism","marxist feminism","second wave feminism","intersectional feminism","forced feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","US",2021-12-01,"bell hooks","bell hooks feminism",NA,"feminism definition","what is feminism","intersectional feminism","black feminism","second wave feminism","feminist definition","third wave feminism","radical feminism","white feminism","hood feminism","waves of feminism","kraft philadelphia cream cheese shortage","what is a feminist","first wave feminism","patriarchy","stocks federal reserve","socialist feminism","fourth wave feminism","omicron evades moderna vaccine","military bah rates 2022","deandre hopkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","CA",2021-12-01,"bell hooks feminism","what is feminism","feminism definition","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","IN",2021-12-01,"feminism meaning",NA,"what is feminism","feminism meaning in hindi","feminism in india","feminist meaning","radical feminism","liberal feminism","pseudo feminism","first wave feminism","feminism meaning in tamil","intersectional feminism","eco feminism","feminism meaning in malayalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","GB",2021-12-01,NA,"what is feminism","intersectional feminism","feminism meaning","feminism definition","radical feminism","third wave feminism","bell hooks feminism","hood feminism","black feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","PH",2021-01-01,"feminism meaning",NA,"feminism definition","liberal feminism","marxism","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","AU",2021-01-01,"intersectional feminism","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","ZA",2021-01-01,NA,"feminism meaning","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","ZA",2021-02-01,"feminism definition","feminism meaning","feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","PH",2021-05-01,"what is feminism",NA,"feminism meaning","feminism in the philippines","marxism","feminist meaning","feminist criticism","feminism is no longer brainly","ano ang ibig sabihin ng feminism ayon kay emma watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","AU",2021-05-01,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","ZA",2021-05-01,NA,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","PH",2021-06-01,"feminism definition","feminism meaning","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","AU",2021-06-01,NA,"what is feminism","feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","ZA",2021-06-01,"what is feminism","feminism meaning","liberal feminism",NA,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","ZA",2021-07-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","AU",2021-08-01,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","PH",2021-09-01,"what is feminism","feminism meaning",NA,"similarities of anarchism and feminism brainly","marxism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","AU",2021-10-01,"what is feminism","intersectional feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","PH",2021-11-01,"what is feminism","feminism meaning",NA,"feminism essay","feminist meaning","liberal feminism","marxist criticism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","PH",2021-12-01,"feminism meaning","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","AU",2021-12-01,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","ZA",2021-12-01,"feminism meaning","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","US",2022-01-01,NA,"feminism definition","what is feminism","intersectional feminism","white feminism","hood feminism","second wave feminism","feminism meaning","radical feminism","third wave feminism","feminist definition","bell hooks","first wave feminism","hood feminism book","what is a feminist","fourth wave feminism","glitch feminism","white feminism koa beck","abolition feminism now",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","CA",2022-01-01,"what is feminism","intersectional feminism","feminism definition","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","IN",2022-01-01,"feminism meaning",NA,"what is feminism","feminism in india","feminism meaning in hindi","feminist meaning","radical feminism","feminism definition","feminism meaning in tamil","pseudo feminism","waves of feminism","feminine meaning","marxist feminism","intersectional feminism","feminist meaning in hindi","liberal feminism","feminine meaning in hindi","types of feminism","feminism meaning in malayalam","books on feminism","radical feminism meaning","misogynist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","GB",2022-01-01,"feminism definition","what is feminism",NA,"intersectional feminism","radical feminism","liberal feminism","second wave feminism","third wave feminism","glitch feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","US",2022-02-01,NA,"what is feminism","feminism definition","black feminism","intersectional feminism","second wave feminism","white feminism","radical feminism","feminist definition","first wave feminism","liberal feminism","feminism examples","third wave feminism","hood feminism","waves of feminism","patriarchy","fourth wave feminism","socialist feminism","transnational feminism","marxist feminism","misogynistic","jordan peterson feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","CA",2022-02-01,NA,"what is feminism","radical feminism","feminism definition","intersectional feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","IN",2022-02-01,"feminism meaning","what is feminism",NA,"feminism in india","feminism meaning in hindi","feminist meaning","radical feminism","liberal feminism","pseudo feminism","social feminism","feminism essay","patriarchy","marxist feminism","types of feminism","feminism meaning in english","eco feminism","feminism definition","black feminism","feminist meaning in hindi","feminism meaning in tamil","pseudo feminism meaning","socialist feminism","concept of feminism","cultural feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","GB",2022-02-01,"what is feminism",NA,"feminism meaning","radical feminism","feminism definition","intersectional feminism","second wave feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","NG",2022-02-01,"what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","US",2022-03-01,NA,"what is feminism","feminism definition","black feminism","feminism meaning","second wave feminism","radical feminism","white feminism","intersectional feminism","first wave feminism","waves of feminism","third wave feminism","liberal feminism","feminist definition","hood feminism","when did feminism start","patriarchy","feminist theory","types of feminism","post feminism","carceral feminism","millett feminism","kimberle crenshaw","equal rights amendment","choice feminism","angela davis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","CA",2022-03-01,NA,"what is feminism","feminism definition","intersectional feminism","second wave feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","IN",2022-03-01,"feminism meaning",NA,"what is feminism","feminism in india","feminism in hindi","feminism meaning in hindi","feminist meaning","radical feminism","liberal feminism","first wave feminism","feminism definition","feminism meaning in tamil","types of feminism","history of feminism","gender equality","waves of feminism","feminism essay","feminism meaning in english","marxist feminism","cultural feminism","black feminism","eco feminism","the true idea of feminism","who is known as the grandmother of british feminism","feminine meaning in hindi","third wave feminism","feminism in english literature","quotes on feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","GB",2022-03-01,"what is feminism","feminism definition",NA,"feminism meaning","radical feminism","intersectional feminism","second wave feminism","black feminism","liberal feminism","third wave feminism","marxist feminism","waves of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","NG",2022-03-01,"feminism meaning","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","US",2022-04-01,"what is feminism",NA,"feminism definition","feminism movement","second wave feminism","black feminism","feminism meaning","white feminism","first wave feminism","radical feminism","intersectional feminism","third wave feminism","trap feminism","feminism examples","feminist definition","hood feminism","waves of feminism","liberal feminism","global feminism","sexism","feminism in the 1960s","neoliberal feminism","what is trap feminism","abolitionist feminism","what is toxic feminism","trap feminism meaning","glitch feminism","rosie the riveter","fourth wave feminism","sojourner truth","white feminism koa beck","civil rights act of 1964","betty friedan","counterculture","phyllis schlafly","equal rights amendment","feminism def","cesar chavez","roe v wade","postmodern feminism"
"724","IN",2022-04-01,"feminism meaning","what is feminism",NA,"feminism in hindi","feminism in india","feminism meaning in hindi","liberal feminism","radical feminism","feminist meaning","patriarchy","feminism essay","feminism definition","black feminism","waves of feminism","types of feminism","marxist feminism","pseudo feminism","feminism meaning in tamil","socialist feminism","first wave feminism","second wave feminism","intersectional feminism","feminism meaning in malayalam","advocacy","describe movement and philosophies that link feminism with ecology","feminist meaning in malayalam","feminism meaning in marathi","patriarchy meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","GB",2022-04-01,NA,"what is feminism","feminism definition","second wave feminism","feminism meaning","radical feminism","intersectional feminism","liberal feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","NG",2022-04-01,"what is feminism","feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","US",2022-05-01,"what is feminism",NA,"feminism definition","second wave feminism","black feminism","feminism meaning","first wave feminism","modern feminism","white feminism","third wave feminism","intersectional feminism","this is modern feminism talking","feminist definition","liberal feminism","history of feminism","radical feminism","betty friedan","era","mary wollstonecraft","american indian movement","roe v wade","cesar chavez","title ix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","CA",2022-05-01,"feminism definition","this is modern feminism talking","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","IN",2022-05-01,"feminism meaning",NA,"what is feminism","feminism in india","feminism meaning in hindi","feminist meaning","feminism theory","radical feminism","feminism quotes","liberal feminism","feminism definition","patriarchy","feminism essay","marxist feminism","feminism in literature","waves of feminism","feminism meaning in tamil","socialist feminism","types of feminism","what is the meaning of feminism","pseudo feminism","black feminism","third wave feminism","feminism meaning in malayalam","feminism meaning in gujarati","history of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","GB",2022-05-01,NA,"what is feminism","feminism meaning","feminism definition","radical feminism","liberal feminism","second wave feminism","this is modern feminism talking","intersectional feminism","marxist feminism","third wave feminism","first wave feminism","what is liberal feminism","gender critical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","US",2022-06-01,NA,"what is feminism","feminism definition","modern feminism","feminism meaning","intersectional feminism","white feminism","this is modern feminism talking","second wave feminism","radical feminism","third wave feminism","feminist definition","hood feminism","first wave feminism","feminism symbol","toxic feminism","fourth wave feminism","waves of feminism","types of feminism","equal rights amendment","what is toxic feminism","feminism is queer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","CA",2022-06-01,"what is feminism","feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","IN",2022-06-01,"feminism meaning","what is feminism",NA,"feminism in india","feminism meaning in hindi","feminist meaning","liberal feminism","radical feminism","feminism definition","marxist feminism","feminism meaning in tamil","black feminism","types of feminism","feminism essay","patriarchy","eco feminism","hindi meaning of feminism","feminism quotes","feminism meaning in english","meaning of feminism in hindi","waves of feminism","feminism meaning in malayalam","feminism examples","feminism meaning in bengali","women empowerment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","GB",2022-06-01,NA,"what is feminism","feminism definition","radical feminism","intersectional feminism","this is modern feminism talking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","US",2022-07-01,"what is feminism",NA,"feminism definition","intersectional feminism","second wave feminism","black feminism","feminism meaning","white feminism","hood feminism","what is feminist","feminist definition","third wave feminism","radical feminism","feminism examples","what is a feminist","first wave feminism","this is modern feminism talking","fourth wave feminism","forced feminism","whats a feminist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","IN",2022-07-01,"feminism meaning","what is feminism",NA,"feminism in india","feminism meaning in hindi","feminist meaning","radical feminism","liberal feminism","feminism essay","black feminism","feminism quotes","waves of feminism","types of feminism","eco feminism","feminism meaning in tamil","pseudo feminism","feminist meaning in hindi","marxist feminism","what is gender","third wave feminism","feminism definition","feminism meaning in marathi","what is black feminism","unpaid labour","mary wollstonecraft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","GB",2022-07-01,NA,"what is feminism","feminism definition","this is modern feminism talking","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","US",2022-08-01,NA,"feminism definition","what is feminism","feminism meaning","feminist definition","intersectional feminism","what is a feminist","second wave feminism","radical feminism","third wave feminism","first wave feminism","this is modern feminism talking","hood feminism","waves of feminism","patriarchy","fourth wave feminism","toxic feminism","opposite of feminism","arvo part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","CA",2022-08-01,NA,"feminism definition","what is feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","IN",2022-08-01,"feminism meaning","what is feminism",NA,"feminism meaning in hindi","feminism in india","feminist meaning","radical feminism","feminism definition","feminism quotes","waves of feminism","liberal feminism","pseudo feminism","feminism essay","feminism in literature","black feminism","types of feminism","feminism meaning in tamil","feminism meaning in marathi","intersectional feminism","feminism meaning in telugu","marxism","socialist feminism","feminine meaning in hindi","what is liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","GB",2022-08-01,NA,"what is feminism","radical feminism","intersectional feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","NG",2022-08-01,NA,"feminism meaning","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","US",2022-09-01,"what is feminism",NA,"feminism definition","feminism meaning","feminist definition","white feminism","intersectional feminism","radical feminism","second wave feminism","first wave feminism","third wave feminism","waves of feminism","liberal feminism","patriarchy","what is a feminist","hood feminism","womanism vs feminism","andrew tate","waves of feminism timeline","fourth wave feminism","data feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","CA",2022-09-01,"what is feminism","feminism meaning","feminism definition","intersectional feminism","third wave feminism","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","IN",2022-09-01,"feminism meaning","what is feminism",NA,"feminism in hindi","feminism meaning in hindi","feminism in india","feminist meaning","radical feminism","waves of feminism","eco feminism","feminism definition","liberal feminism","types of feminism","feminism meaning in tamil","feminism meaning in bengali","third wave feminism","marxist feminism","feminism meaning in malayalam","pseudo feminism","speech on feminism","feminism meaning in telugu","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","GB",2022-09-01,"what is feminism","feminism meaning",NA,"feminism sociology","feminism definition","radical feminism","marxist feminism","intersectional feminism","liberal feminism","marxism","second wave feminism","functionalism","radical feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","NG",2022-09-01,"feminism meaning","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
